DepMap_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-001674,TGW_AUTONOMIC_GANGLIA,,910780,1752,Neuroblastoma,Unknown,,
ACH-000405,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC-1,,,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",Male,DSMZ
ACH-000583,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907799,2082,Lymphoma,"B-cell, Non-Hodgkins",Male,ATCC
ACH-000914,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907063,745,Lymphoma,"B-cell, Non-Hodgkins",Male,ATCC
ACH-001680,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909777,548,Lymphoma,"B-cell, unspecified",Male,
ACH-001514,HCC1008_BREAST,,,,Breast Cancer,Breast Ductal Carcinoma,Female,
ACH-000346,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-3,907270,1632,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",Male,DSMZ
ACH-001702,VAESBJ_SOFT_TISSUE,,688121,1004,Sarcoma,Epithelioid,Male,
ACH-000151,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JM1,1327768,2096,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,ATCC
ACH-001704,VMRCMELG_SKIN,,930301,158,Skin Cancer,Melanoma,,
ACH-000038,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EHEB,906854,39,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",Female,DSMZ
ACH-000923,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, Non-Hodgkins",Male,ATCC
ACH-001677,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, unspecified",Male,
ACH-001711,PFSK1_CENTRAL_NERVOUS_SYSTEM,,683667,1682,Brain Cancer,Primitive Neuroectodermal Tumor (PNET) Medulloblastoma,Male,
ACH-001715,CAL72_BONE,,906827,550,Bone Cancer,Osteosarcoma,Male,
ACH-001716,GOTO_AUTONOMIC_GANGLIA,,906875,1009,Neuroblastoma,Unknown,,
ACH-001639,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331025,1764,Leukemia,"B-cell, unspecified",Male,
ACH-000795,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908146,86,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Female,DSMZ
ACH-000918,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908147,1321,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Female,DSMZ
ACH-001184,SCMCRM2_SOFT_TISSUE,,,,Sarcoma,Rhabdomyosarcoma,-1,"Janet Shipley, Sarcoma Molecular Pathology, The Institute of Cancer Research"
ACH-001741,RMS13_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, alveolar",,
ACH-001743,RC2_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, alveolar",-1,"Pier-Luigi Lollini, Interdepartmental Centre for Cancer Research ""Giorgio Prodi"", University of Bologna, Via Massarenti 9, Bologna, 40138, Italy"
ACH-001303,NB1643_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,,
ACH-001750,TTC442_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, embryonal",,Triche lab
ACH-001751,RH36_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, embryonal",,"Peter Houghton, The Research Institute at Nationwide Childrens Hospital, Columbus OH"
ACH-001765,RH4_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, alveolar",,Tom Look
ACH-001767,CCLFPEDS0018T_SOFT_TISSUE,,,,Fibroblast,,-1,
ACH-001790,RH18DM_SOFT_TISSUE,RH18DM_ENGINEERED,,,Sarcoma,"Rhabdomyosarcoma, alveolar",-1,
ACH-001814,OS252_BONE,,,,Bone Cancer,Osteosarcoma,-1,
ACH-001842,ICC2_BILIARY_TRACT,,,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,
ACH-001861,TGBC1TKB_BILIARY_TRACT,,,,Gallbladder Cancer,Cholangiocarcinoma,-1,
ACH-000029,HCC827GR5_LUNG,HCC-827-GR5;HCC827 GR5,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",-1,
ACH-000700,NCIH2882_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,
ACH-001958,MS1_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),-1,
ACH-000995,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,998184,1210,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,DSMZ
ACH-002015,MEL285_UVEA,,,,Eye Cancer,Uveal Melanoma,Female,
ACH-002017,OMM1_UVEA,,,,Eye Cancer,Uveal Melanoma,Male,
ACH-002020,SKGIIIA_CERVIX,,,,Cervical Cancer,Carcinoma,Female,
ACH-002029,SAS_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",,
ACH-002040,HMVII_SKIN,,,,Skin Cancer,Melanoma,Female,
ACH-002043,CA922_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Carcinoma, gingival",Male,
ACH-002045,HO1U1_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,
ACH-002051,LU134A_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,
ACH-002052,LU139_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,
ACH-002058,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,"T-cell, unspecified",Male,
ACH-002059,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",Female,
ACH-002062,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, unspecified",Female,
ACH-002067,NOS1_BONE,,,,Bone Cancer,Osteosarcoma,Male,
ACH-002077,LU165_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,
ACH-002083,NB69_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,Male,
ACH-002085,HSSYII_LUNG,,,,Sarcoma,Synovial,,
ACH-002335,UCH1_BONE,,,,Bone Cancer,Chordoma,-1,
ACH-002245,HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1322218,1243,Lymphoma,Hodgkins,Female,ATCC
ACH-002345,CAR1_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colorectal Adenocarcinoma,-1,JCRB
ACH-000008,A101D_SKIN,,910921,1806,Skin Cancer,Melanoma,Male,ATCC
ACH-000474,[MERGED_TO_ACH-001075]NCIH292_LUNG,,753604,935,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma",Female,ATCC
ACH-001045,COLO849_SKIN,,,,Skin Cancer,Melanoma,,DSMZ
ACH-001066,EWS834_BONE,,,,Bone Cancer,Ewings Sarcoma,,
ACH-001092,HS571T_OVARY,,,,Ovarian Cancer,Carcinoma,,
ACH-001206,TCC466_BONE,TTC466_BONE,,,Bone Cancer,Ewings Sarcoma,,
ACH-001224,UMRC2_KIDNEY,,,,Kidney Cancer,Renal Cell Carcinoma,,
ACH-001665,SR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905965,794,Lymphoma,Immunoblastic,Male,
ACH-001827,184B5_BREAST,,,,Non-Cancerous,Unknown,-1,
ACH-002089,201T_LUNG,,1287381,220,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,Sanger
ACH-002090,BB65RCC_KIDNEY,,753533,181,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002091,CAL39_VULVA,,924107,998,Skin Cancer,"Squamous Cell Carcinoma, vulvar",,Sanger
ACH-002092,CHSA0011_BONE,,1290767,1466,Bone Cancer,Chondrosarcoma,,Sanger
ACH-002093,CHSA0108_BONE,,1290768,280,Bone Cancer,Chondrosarcoma,,Sanger
ACH-002094,CHSA8926_BONE,,1303912,554,Bone Cancer,Chondrosarcoma,,Sanger
ACH-002095,CORL303_LUNG,,1297438,1942,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002096,CP50MELB_SKIN,,753545,1248,Skin Cancer,Melanoma,,Sanger
ACH-002097,CP66MEL_SKIN,,753546,1845,Skin Cancer,Melanoma,,Sanger
ACH-002098,CP67MEL_SKIN,,949092,640,Skin Cancer,Melanoma,,Sanger
ACH-002099,CS1_BONE,,1290795,1006,Bone Cancer,Chondrosarcoma,,Sanger
ACH-002100,DJM1_SKIN,,906841,899,Skin Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002101,EMCBAC1_LUNG,,1503369,967,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,Sanger
ACH-002102,EMCBAC2_LUNG,,1503370,2232,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,Sanger
ACH-002103,ES1_BONE,,949158,1564,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002104,ES3_BONE,,684055,1342,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002105,ES4_BONE,,949156,70,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002106,ES5_BONE,,684057,610,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002107,ES6_BONE,,949157,611,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002108,ES7_BONE,,684059,71,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002109,ES8_BONE,,949155,2139,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002110,EW1_BONE,,949163,902,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002111,EW11_BONE,,684062,231,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002112,EW12_BONE,,949162,2140,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002113,EW13_BONE,,949166,324,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002114,EW16_BONE,,949165,1529,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002115,EW18_BONE,,949164,612,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002116,EW22_BONE,,949167,613,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002117,EW24_BONE,,949168,704,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002118,EW3_BONE,,949161,2176,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002119,EW7_BONE,,949160,72,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002120,GAK_SKIN,,910932,325,Skin Cancer,Melanoma,,Sanger
ACH-002121,GMEL_SKIN,,1240130,1981,Skin Cancer,Melanoma,,Sanger
ACH-002122,GT3TKB_STOMACH,,907041,614,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,Sanger
ACH-002123,H2369_PLEURA,,1290808,165,Lung Cancer,Mesothelioma,,Sanger
ACH-002124,NCIH2373_PLEURA,,1290809,1797,Lung Cancer,Mesothelioma,,Sanger
ACH-002125,NCIH2461_PLEURA,,1290810,1508,Lung Cancer,Mesothelioma,,Sanger
ACH-002126,NCIH2591_PLEURA,,1240131,1509,Lung Cancer,Mesothelioma,,Sanger
ACH-002127,NCIH2595_PLEURA,,1240132,51,Lung Cancer,Mesothelioma,,Sanger
ACH-002128,NCIH2722_PLEURA,,1290812,1798,Lung Cancer,Mesothelioma,,Sanger
ACH-002129,NCIH2731_PLEURA,,1240134,1074,Lung Cancer,Mesothelioma,,Sanger
ACH-002130,NCIH2795_PLEURA,,1290813,1971,Lung Cancer,Mesothelioma,,Sanger
ACH-002131,NCIH2803_PLEURA,,1240135,52,Lung Cancer,Mesothelioma,,Sanger
ACH-002132,NCIH2804_PLEURA,,1240136,882,Lung Cancer,Mesothelioma,,Sanger
ACH-002133,NCIH2810_PLEURA,,1240137,591,Lung Cancer,Mesothelioma,,Sanger
ACH-002134,NCIH2818_PLEURA,,1290814,2254,Lung Cancer,Mesothelioma,,Sanger
ACH-002135,NCIH2869_PLEURA,,1240138,309,Lung Cancer,Mesothelioma,,Sanger
ACH-002136,H290_PLEURA,,1240139,742,Lung Cancer,Mesothelioma,,Sanger
ACH-002137,[MERGED_TO_ACH-000109]H3255_LUNG,,1247873,1992,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",-1,Sanger
ACH-002138,H513_LUNG,,1240141,2125,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",,Sanger
ACH-002139,HA7RCC_KIDNEY,,753558,1790,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002140,HEY_OVARY,,1479988,1096,Ovarian Cancer,"Adenocarcinoma, high grade serous",-1,Sanger
ACH-002141,HSC39_STOMACH,,1322224,1991,Gastric Cancer,"Adenocarcinoma, signet ring cell",,Sanger
ACH-002142,HUO3N1_BONE,,909977,2101,Bone Cancer,Osteosarcoma,-1,Sanger
ACH-002143,ISTMEL1_SKIN,,907172,1501,Skin Cancer,Melanoma,,Sanger
ACH-002144,ISTSL1_LUNG,,753564,1194,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002145,ISTSL2_LUNG,,753565,450,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002146,JHOS3_OVARY,,1480358,1595,Ovarian Cancer,"Adenocarcinoma, serous",,Sanger
ACH-002147,K2_SKIN,,1298160,1980,Skin Cancer,Melanoma,,Sanger
ACH-002148,K5_THYROID,,924238,365,Thyroid Cancer,"Carcinoma, follicular",,Sanger
ACH-002149,KGN_OVARY,,924186,11,Ovarian Cancer,Granulosa Cell Tumor,,Sanger
ACH-002150,LB1047RCC_KIDNEY,,753577,658,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002151,LB2241RCC_KIDNEY,,753578,552,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002152,LB2518MEL_SKIN,,753579,1464,Skin Cancer,Melanoma,,Sanger
ACH-002153,LB373MELD_SKIN,,753581,659,Skin Cancer,Melanoma,,Sanger
ACH-002154,LB647SCLC_LUNG,,753582,1365,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002155,LB996RCC_KIDNEY,,753585,1755,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002156,LC1SQ_LUNG,,1298223,600,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",-1,Sanger
ACH-002157,LC2AD_LUNG,,907786,367,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",-1,Sanger
ACH-002158,LU99A_LUNG,,907796,1660,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",,Sanger
ACH-002159,M14_SKIN,,905975,586,Skin Cancer,"Melanoma, amelanotic",,Sanger
ACH-002160,MCIXC_BONE,,908118,170,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002161,MKN28_STOMACH,,908139,2112,Gastric Cancer,"Adenocarcinoma, tubular",,Sanger
ACH-002162,MMACSF_SKIN,,925339,30,Skin Cancer,Melanoma,,Sanger
ACH-002163,MRKNU1_BREAST,,908151,385,Breast Cancer,Carcinoma,-1,Sanger
ACH-002164,MZ1PC_PANCREAS,,753595,1486,Pancreatic Cancer,Ductal Adenocarcinoma,,Sanger
ACH-002165,MZ2MEL_SKIN,,971777,31,Skin Cancer,Melanoma,,Sanger
ACH-002166,MZ7MEL_SKIN,,753596,296,Skin Cancer,Melanoma,-1,Sanger
ACH-002167,NCC010_KIDNEY,,1509073,688,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002168,NCC021_KIDNEY,,1509074,1020,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002169,NCIH1304_LUNG,,753599,775,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002170,NCIH1688_LUNG,,1298349,348,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002171,NCIH250_LUNG,,924241,208,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002172,NCIH322M_LUNG,,905967,34,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,Sanger
ACH-002173,NCIH378_LUNG,,688022,625,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002174,NCIH720_LUNG,,687600,172,Lung Cancer,Carcinoid,,Sanger
ACH-002175,NCIH740_LUNG,,1331055,925,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002176,NCIH748_LUNG,,909194,1085,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002177,NCIH835_LUNG,,753607,926,Lung Cancer,Carcinoid,,Sanger
ACH-002178,NY_BONE,,910849,478,Bone Cancer,Osteosarcoma,,Sanger
ACH-002179,OCUBM_BREAST,,909256,1002,Breast Cancer,Carcinoma,,Sanger
ACH-002180,OMC1_CERVIX,,949154,605,Cervical Cancer,Squmous Cell Carcinoma,,Sanger
ACH-002181,OVCA420_OVARY,,1480364,1949,Ovarian Cancer,"Adenocarcinoma, serous",,Sanger
ACH-002182,OVCA433_OVARY,,1480367,1332,Ovarian Cancer,"Adenocarcinoma, serous",,Sanger
ACH-002183,OVMIU_OVARY,,1240200,373,Ovarian Cancer,"Adenocarcinoma, high grade serous",,Sanger
ACH-002184,PC3JPC3_LUNG,,1240202,1809,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,Sanger
ACH-002185,PL18_PANCREAS,,1240208,1759,Pancreatic Cancer,Ductal Adenocarcinoma,,Sanger
ACH-002186,PL4_PANCREAS,,1298533,470,Pancreatic Cancer,Ductal Adenocarcinoma,,Sanger
ACH-002187,RCCAB_KIDNEY,,1524418,695,Kidney Cancer,"Renal Carcinoma, clear cell",,Sanger
ACH-002188,RCCER_KIDNEY,,1524417,694,Kidney Cancer,"Renal Carcinoma, clear cell",,Sanger
ACH-002189,RCCFG2_KIDNEY,,1524414,1904,Kidney Cancer,"Renal Carcinoma, clear cell",,Sanger
ACH-002190,RCCJF_KIDNEY,,1524415,147,Kidney Cancer,"Renal Carcinoma, clear cell",,Sanger
ACH-002191,RCCJW_KIDNEY,,1524416,1905,Kidney Cancer,"Renal Carcinoma, clear cell",,Sanger
ACH-002192,RCCMF_KIDNEY,,1524419,693,Kidney Cancer,"Renal Carcinoma, clear cell",,Sanger
ACH-002193,RERFLCFM_LUNG,,930081,287,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002194,RH1_BONE,,971773,2193,Bone Cancer,Ewings Sarcoma,,Sanger
ACH-002195,RXF393_KIDNEY,,905978,1526,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002196,SBC1_LUNG,,713885,27,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002197,SBC3_LUNG,,753610,1765,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002198,SCH_STOMACH,,909711,1766,Gastric Cancer,Choriocarcinoma,,Sanger
ACH-002199,SN12C_KIDNEY,,905979,156,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002200,SW962_VULVA,,909758,1986,Skin Cancer,"Carcinoma, vulvar",,Sanger
ACH-002201,TCYIK_CERVIX,,946357,579,Cervical Cancer,Small Cell Carcinoma,,Sanger
ACH-002202,TMK1_STOMACH,,1299069,547,Gastric Cancer,Adenocarcinoma,,Sanger
ACH-002203,U031_KIDNEY,,905981,1636,Kidney Cancer,Renal Cell Carcinoma,,Sanger
ACH-002205,WM1552C_SKIN,,1299078,1155,Skin Cancer,Melanoma,,Sanger
ACH-002206,WM278_SKIN,,1240226,2155,Skin Cancer,Melanoma,,Sanger
ACH-002207,WM35_SKIN,,1299080,1156,Skin Cancer,Melanoma,,Sanger
ACH-002208,YMB1E_BREAST,,1303911,317,Breast Cancer,Breast Ductal Carcinoma,,Sanger
ACH-002209,ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910944,1637,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,Sanger
ACH-002210,ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906765,2198,Non-Cancerous,Unknown,,Sanger
ACH-002211,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910705,48,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,Sanger
ACH-002212,BB30HNC_UPPER_AERODIGESTIVE_TRACT,,753531,64,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002213,BB49HNC_UPPER_AERODIGESTIVE_TRACT,,753532,1522,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002214,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910919,585,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,Sanger
ACH-002215,BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910918,590,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,Sanger
ACH-002216,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906763,603,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,Sanger
ACH-002217,BE2M17_AUTONOMIC_GANGLIA,,753616,1320,Neuroblastoma,Unknown,,Sanger
ACH-002218,CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910688,185,Leukemia,Acute Myelogenous Leukemia (AML),,Sanger
ACH-002219,COLO320HSR_LARGE_INTESTINE,,910569,2128,Colon/Colorectal Cancer,Colon Adenocarcinoma,,Sanger
ACH-002220,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906807,566,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,Sanger
ACH-002221,CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,949088,2129,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,Sanger
ACH-002222,CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753548,1034,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,Sanger
ACH-002223,D245MG_CENTRAL_NERVOUS_SYSTEM,,946366,1249,Brain Cancer,Glioblastoma,,Sanger
ACH-002224,D247MG_CENTRAL_NERVOUS_SYSTEM,,946367,1075,Brain Cancer,Glioblastoma,,Sanger
ACH-002225,D263MG_CENTRAL_NERVOUS_SYSTEM,,946368,453,Brain Cancer,Glioblastoma,,Sanger
ACH-002226,D336MG_CENTRAL_NERVOUS_SYSTEM,,946369,609,Brain Cancer,Glioblastoma,,Sanger
ACH-002227,D392MG_CENTRAL_NERVOUS_SYSTEM,,946370,1527,Brain Cancer,Glioblastoma,,Sanger
ACH-002228,D423MG_CENTRAL_NERVOUS_SYSTEM,,946372,2092,Brain Cancer,Glioblastoma,,Sanger
ACH-002229,D502MG_CENTRAL_NERVOUS_SYSTEM,,946373,768,Brain Cancer,Glioblastoma,,Sanger
ACH-002230,D542MG_CENTRAL_NERVOUS_SYSTEM,,753549,898,Brain Cancer,Glioblastoma,,Sanger
ACH-002231,D566MG_CENTRAL_NERVOUS_SYSTEM,,946377,2093,Brain Cancer,Glioblastoma,,Sanger
ACH-002232,DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906838,188,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,Sanger
ACH-002233,DIFI_LARGE_INTESTINE,,1789883,1625,Colon/Colorectal Cancer,Colorectal Carcinoma,,Sanger
ACH-002234,DOK_UPPER_AERODIGESTIVE_TRACT,,910936,162,Head and Neck Cancer,Oral Dysplasia,,Sanger
ACH-002235,DSH1_URINARY_TRACT,,753552,900,Bladder Cancer,Carcinoma,,Sanger
ACH-002236,EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906847,581,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,Sanger
ACH-002237,ETK1_BILIARY_TRACT,,906861,323,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,Sanger
ACH-002238,GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906877,1709,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,Sanger
ACH-002239,H3118_UPPER_AERODIGESTIVE_TRACT,,1240140,93,Head and Neck Cancer,"Carcinoma, mucoepidermoid",,Sanger
ACH-002240,H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907043,903,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous, Sezary Syndrome",,Sanger
ACH-002241,HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,949153,1192,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,Sanger
ACH-002242,HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907044,637,Leukemia,Hairy Cell,,Sanger
ACH-002243,HCE4_OESOPHAGUS,,753559,2077,Esophageal Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002244,HO1N1_UPPER_AERODIGESTIVE_TRACT,,924111,706,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,Sanger
ACH-002246,HS633T_SOFT_TISSUE,,1240149,1568,Sarcoma,Fibrosarcoma,-1,Sanger
ACH-002247,IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753563,1574,Non-Cancerous,Unknown,,Sanger
ACH-002248,IMR5_AUTONOMIC_GANGLIA,,907170,431,Neuroblastoma,Unknown,,Sanger
ACH-002249,JHU011_UPPER_AERODIGESTIVE_TRACT,,1240161,1233,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",,Sanger
ACH-002250,JHU022_UPPER_AERODIGESTIVE_TRACT,,1240162,615,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,Sanger
ACH-002251,JHU029_UPPER_AERODIGESTIVE_TRACT,,1298156,74,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",,Sanger
ACH-002252,JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907268,1941,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",-1,Sanger
ACH-002253,JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327769,1378,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,Sanger
ACH-002254,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327773,1030,Lymphoma,"B-cell, Non-Hodgkins, Mediastinal Large",,Sanger
ACH-002255,KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327774,2177,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,Sanger
ACH-002256,KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907272,617,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,Sanger
ACH-002257,KINGS1_CENTRAL_NERVOUS_SYSTEM,,907279,217,Brain Cancer,"Astrocytoma, anaplastic",,Sanger
ACH-002258,KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907280,1803,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",,Sanger
ACH-002259,KNS81FD_CENTRAL_NERVOUS_SYSTEM,,924188,1150,Brain Cancer,Glioblastoma,,Sanger
